user_id,eod_survey_date,contract_c19
user_124,2021-04-05,Strongly Disagree
user_124,2021-04-06,Strongly Disagree
user_124,2021-04-07,Strongly Disagree
user_124,2021-04-08,Strongly Disagree
user_124,2021-04-09,Disagree
user_124,2021-04-10,Unsure
user_124,2021-04-11,Unsure
user_124,2021-04-12,Disagree
user_124,2021-04-13,Strongly Disagree
user_124,2021-04-14,Strongly Disagree
user_124,2021-04-15,Strongly Disagree
user_124,2021-04-16,Disagree
user_124,2021-04-17,Unsure
user_1,2021-02-26,Strongly Disagree
user_1,2021-03-26,Strongly Disagree
user_127,2021-04-05,Strongly Disagree
user_127,2021-04-06,Strongly Disagree
user_127,2021-04-07,Strongly Disagree
user_127,2021-04-08,Strongly Disagree
user_127,2021-04-09,Strongly Disagree
user_16,2021-02-18,Strongly Disagree
user_16,2021-02-19,Strongly Disagree
user_16,2021-02-20,Strongly Disagree
user_16,2021-02-21,Strongly Disagree
user_16,2021-02-22,Strongly Disagree
user_16,2021-02-23,Strongly Disagree
user_16,2021-02-24,Strongly Disagree
user_16,2021-02-25,Strongly Disagree
user_16,2021-02-26,Strongly Disagree
user_16,2021-02-27,Strongly Disagree
user_16,2021-02-28,Strongly Disagree
user_16,2021-03-01,Strongly Disagree
user_16,2021-03-02,Strongly Disagree
user_16,2021-03-03,Strongly Disagree
user_16,2021-03-04,Strongly Agree
user_16,2021-03-05,Strongly Disagree
user_16,2021-03-06,Strongly Disagree
user_16,2021-03-07,Strongly Disagree
user_16,2021-03-08,Strongly Disagree
user_16,2021-03-09,Strongly Disagree
user_16,2021-03-10,Strongly Agree
user_16,2021-03-11,Strongly Disagree
user_16,2021-03-12,Strongly Disagree
user_16,2021-03-13,Strongly Disagree
user_16,2021-03-14,Strongly Disagree
user_16,2021-03-15,Strongly Disagree
user_229,2021-06-01,Strongly Disagree
user_229,2021-06-02,Strongly Disagree
user_229,2021-06-03,Strongly Disagree
user_229,2021-06-04,Strongly Disagree
user_229,2021-06-05,Strongly Disagree
user_229,2021-05-27,Strongly Disagree
user_229,2021-05-28,Strongly Disagree
user_229,2021-05-29,Strongly Disagree
user_229,2021-05-30,Strongly Disagree
user_229,2021-05-31,Strongly Disagree
user_48,2021-03-09,Strongly Disagree
user_48,2021-03-10,Strongly Disagree
user_48,2021-03-11,Strongly Disagree
user_48,2021-03-12,Strongly Disagree
user_48,2021-03-13,Strongly Disagree
user_48,2021-03-14,Strongly Disagree
user_48,2021-03-15,Strongly Disagree
user_48,2021-03-16,Strongly Disagree
user_48,2021-03-17,Strongly Disagree
user_48,2021-03-18,Strongly Agree
user_48,2021-03-19,Strongly Agree
user_48,2021-03-20,Strongly Agree
user_48,2021-03-21,Strongly Agree
user_48,2021-03-22,Strongly Agree
user_48,2021-03-23,Strongly Disagree
user_48,2021-03-24,Strongly Disagree
user_65,2021-03-12,Agree
user_65,2021-03-13,Agree
user_65,2021-03-14,Disagree
user_65,2021-03-15,Unsure
user_65,2021-03-16,Unsure
user_65,2021-03-17,Agree
user_123,2021-04-01,Disagree
user_123,2021-04-02,Disagree
user_123,2021-04-03,Disagree
user_123,2021-04-04,Disagree
user_123,2021-04-05,Disagree
user_123,2021-04-07,Disagree
user_123,2021-04-08,Disagree
user_123,2021-04-09,Disagree
user_123,2021-04-11,Disagree
user_123,2021-04-12,Disagree
user_123,2021-04-13,Disagree
user_123,2021-04-14,Strongly Disagree
user_123,2021-04-16,Disagree
user_123,2021-04-17,Disagree
user_123,2021-04-18,Disagree
user_123,2021-04-19,Disagree
user_132,2021-04-05,Strongly Disagree
user_132,2021-04-06,Disagree
user_132,2021-04-07,Strongly Disagree
user_132,2021-04-08,Disagree
user_132,2021-04-09,Unsure
user_132,2021-04-10,Unsure
user_132,2021-04-11,Disagree
user_132,2021-04-12,Disagree
user_132,2021-04-13,Disagree
user_132,2021-04-14,Disagree
user_132,2021-04-15,Disagree
user_132,2021-04-16,Disagree
user_132,2021-04-17,Unsure
user_132,2021-04-18,Disagree
user_132,2021-04-19,Strongly Disagree
user_132,2021-04-20,Strongly Disagree
user_54,2021-03-10,Disagree
user_54,2021-03-11,Disagree
user_54,2021-03-12,Disagree
user_54,2021-03-13,Strongly Disagree
user_54,2021-03-14,Disagree
user_54,2021-03-15,Disagree
user_54,2021-03-16,Strongly Disagree
user_54,2021-03-17,Strongly Disagree
user_54,2021-03-18,Strongly Disagree
user_54,2021-03-19,Strongly Disagree
user_54,2021-03-20,Disagree
user_54,2021-03-21,Disagree
user_54,2021-03-22,Strongly Disagree
user_54,2021-03-23,Strongly Disagree
user_54,2021-03-24,Disagree
user_54,2021-03-25,Disagree
user_54,2021-03-26,Disagree
user_54,2021-03-27,Unsure
user_54,2021-03-28,Disagree
user_54,2021-03-29,Strongly Disagree
user_54,2021-03-30,Strongly Disagree
user_120,2021-04-01,Disagree
user_120,2021-04-02,Disagree
user_120,2021-04-03,Disagree
user_120,2021-04-04,Strongly Disagree
user_120,2021-04-05,Strongly Disagree
user_120,2021-04-06,Strongly Disagree
user_120,2021-04-08,Disagree
user_120,2021-04-09,Disagree
user_120,2021-04-10,Strongly Disagree
user_120,2021-04-11,Disagree
user_120,2021-04-12,Disagree
user_120,2021-04-13,Strongly Disagree
user_120,2021-04-14,Strongly Disagree
user_120,2021-04-15,Strongly Disagree
user_120,2021-04-16,Disagree
user_120,2021-04-17,Strongly Disagree
user_120,2021-03-31,Disagree
user_145,2021-04-07,Disagree
user_145,2021-04-08,Disagree
user_145,2021-04-09,Disagree
user_145,2021-04-10,Strongly Disagree
user_145,2021-04-11,Disagree
user_145,2021-04-12,Disagree
user_145,2021-04-13,Disagree
user_145,2021-04-14,Strongly Disagree
user_145,2021-04-15,Strongly Agree
user_145,2021-04-16,Strongly Agree
user_145,2021-04-17,Agree
user_145,2021-04-18,Strongly Disagree
user_145,2021-04-19,Disagree
user_145,2021-04-20,Agree
user_145,2021-04-21,Strongly Agree
user_210,2021-06-01,Strongly Disagree
user_210,2021-06-03,Strongly Disagree
user_210,2021-06-04,Strongly Disagree
user_210,2021-05-20,Strongly Disagree
user_210,2021-05-21,Strongly Disagree
user_210,2021-05-22,Strongly Disagree
user_210,2021-05-23,Strongly Disagree
user_210,2021-05-24,Strongly Disagree
user_210,2021-05-25,Strongly Disagree
user_210,2021-05-26,Strongly Disagree
user_210,2021-05-27,Strongly Disagree
user_210,2021-05-28,Strongly Disagree
user_210,2021-05-29,Strongly Disagree
user_210,2021-05-30,Strongly Disagree
user_210,2021-05-31,Strongly Disagree
user_205,2021-06-01,Agree
user_205,2021-06-02,Agree
user_205,2021-06-03,Agree
user_205,2021-06-04,Agree
user_205,2021-06-05,Strongly Disagree
user_205,2021-06-06,Agree
user_205,2021-06-07,Agree
user_205,2021-06-08,Agree
user_205,2021-05-13,Strongly Disagree
user_205,2021-05-14,Disagree
user_205,2021-05-15,Disagree
user_205,2021-05-16,Disagree
user_205,2021-05-17,Agree
user_205,2021-05-18,Strongly Agree
user_205,2021-05-19,Strongly Agree
user_205,2021-05-20,Strongly Agree
user_205,2021-05-21,Agree
user_205,2021-05-22,Strongly Agree
user_205,2021-05-23,Strongly Agree
user_205,2021-05-24,Unsure
user_205,2021-05-25,Agree
user_205,2021-05-26,Agree
user_205,2021-05-27,Strongly Agree
user_205,2021-05-28,Strongly Agree
user_205,2021-05-29,Strongly Agree
user_205,2021-05-30,Agree
user_205,2021-05-31,Strongly Disagree
user_126,2021-04-05,Strongly Disagree
user_126,2021-04-06,Strongly Disagree
user_126,2021-04-07,Strongly Disagree
user_126,2021-04-08,Strongly Disagree
user_126,2021-04-09,Strongly Disagree
user_126,2021-04-10,Unsure
user_126,2021-04-11,Unsure
user_126,2021-04-12,Strongly Disagree
user_126,2021-04-13,Strongly Disagree
user_126,2021-04-14,Strongly Disagree
user_126,2021-04-15,Strongly Disagree
user_126,2021-04-16,Strongly Disagree
user_126,2021-04-17,Unsure
user_126,2021-04-18,Unsure
user_126,2021-04-19,Strongly Disagree
user_126,2021-04-20,Strongly Disagree
user_32,2021-02-19,Disagree
user_32,2021-02-20,Disagree
user_32,2021-02-21,Strongly Disagree
user_32,2021-02-22,Unsure
user_32,2021-02-23,Unsure
user_32,2021-02-24,Disagree
user_32,2021-02-25,Disagree
user_32,2021-03-05,Disagree
user_32,2021-03-06,Unsure
user_32,2021-03-12,Disagree
user_32,2021-03-13,Agree
user_32,2021-03-14,Strongly Agree
user_32,2021-03-15,Unsure
user_32,2021-03-16,Unsure
user_32,2021-03-17,Agree
user_32,2021-03-18,Agree
user_32,2021-03-19,Unsure
user_32,2021-03-20,Unsure
user_32,2021-03-21,Agree
user_32,2021-03-22,Unsure
user_32,2021-03-23,Agree
user_32,2021-03-24,Agree
user_32,2021-03-25,Agree
user_32,2021-03-26,Unsure
user_32,2021-03-27,Unsure
user_32,2021-03-28,Strongly Disagree
user_32,2021-03-29,Agree
user_178,2021-04-26,Strongly Disagree
user_178,2021-04-27,Strongly Disagree
user_178,2021-04-28,Agree
user_178,2021-04-29,Disagree
user_178,2021-04-30,Agree
user_178,2021-05-01,Strongly Agree
user_178,2021-05-02,Unsure
user_178,2021-05-03,Unsure
user_178,2021-05-04,Strongly Agree
user_178,2021-05-05,Strongly Disagree
user_178,2021-05-06,Strongly Agree
user_178,2021-05-07,Strongly Disagree
user_178,2021-05-08,Agree
user_178,2021-05-09,Strongly Disagree
user_178,2021-05-10,Unsure
user_178,2021-05-11,Strongly Disagree
user_178,2021-05-12,Unsure
user_178,2021-05-13,Disagree
user_167,2021-04-20,Disagree
user_167,2021-04-21,Disagree
user_111,2021-04-01,Strongly Disagree
user_111,2021-04-02,Disagree
user_111,2021-04-03,Disagree
user_111,2021-04-04,Disagree
user_111,2021-04-05,Disagree
user_111,2021-04-06,Disagree
user_111,2021-04-07,Disagree
user_111,2021-04-08,Disagree
user_111,2021-04-09,Disagree
user_111,2021-04-10,Disagree
user_111,2021-04-11,Disagree
user_111,2021-03-26,Disagree
user_111,2021-03-27,Disagree
user_111,2021-03-28,Disagree
user_111,2021-03-29,Disagree
user_111,2021-03-30,Strongly Disagree
user_111,2021-03-31,Disagree
user_197,2021-05-06,Disagree
user_197,2021-05-07,Disagree
user_197,2021-05-08,Disagree
user_197,2021-05-09,Strongly Agree
user_197,2021-05-10,Disagree
user_197,2021-05-11,Strongly Disagree
user_197,2021-05-12,Strongly Disagree
user_197,2021-05-13,Strongly Disagree
user_197,2021-05-14,Unsure
user_197,2021-05-15,Strongly Disagree
user_197,2021-05-16,Strongly Disagree
user_197,2021-05-17,Strongly Disagree
user_197,2021-05-18,Strongly Disagree
user_197,2021-05-19,Strongly Disagree
user_197,2021-05-20,Strongly Disagree
user_197,2021-05-21,Strongly Disagree
user_197,2021-05-22,Strongly Disagree
user_235,2021-06-06,Strongly Disagree
user_235,2021-06-07,Strongly Disagree
user_235,2021-06-08,Strongly Disagree
user_235,2021-06-11,Strongly Disagree
user_235,2021-06-13,Strongly Disagree
user_31,2021-02-19,Unsure
user_31,2021-02-20,Strongly Disagree
user_31,2021-02-21,Strongly Disagree
user_31,2021-02-22,Strongly Disagree
user_31,2021-02-23,Strongly Disagree
user_31,2021-02-24,Strongly Disagree
user_31,2021-02-25,Strongly Disagree
user_31,2021-02-26,Strongly Disagree
user_31,2021-02-27,Strongly Disagree
user_31,2021-02-28,Strongly Disagree
user_31,2021-03-01,Strongly Agree
user_31,2021-03-02,Strongly Agree
user_31,2021-03-03,Strongly Agree
user_31,2021-03-04,Strongly Agree
user_31,2021-03-05,Strongly Agree
user_31,2021-03-06,Strongly Agree
user_31,2021-03-07,Strongly Agree
user_31,2021-03-08,Strongly Agree
user_31,2021-03-09,Strongly Agree
user_31,2021-03-10,Strongly Agree
user_31,2021-03-11,Strongly Agree
user_31,2021-03-12,Strongly Agree
user_31,2021-03-13,Disagree
user_31,2021-03-14,Strongly Agree
user_74,2021-03-15,Disagree
user_74,2021-03-16,Disagree
user_74,2021-03-17,Strongly Disagree
user_74,2021-03-18,Disagree
user_74,2021-03-19,Disagree
user_74,2021-03-20,Agree
user_74,2021-03-21,Unsure
user_74,2021-03-22,Strongly Disagree
user_74,2021-03-23,Disagree
user_74,2021-03-24,Disagree
user_74,2021-03-25,Unsure
user_74,2021-03-26,Disagree
user_74,2021-03-27,Unsure
user_74,2021-03-28,Disagree
user_74,2021-03-30,Disagree
user_154,2021-04-09,Disagree
user_154,2021-04-10,Agree
user_154,2021-04-12,Disagree
user_154,2021-04-13,Disagree
user_154,2021-04-14,Disagree
user_154,2021-04-15,Disagree
user_154,2021-04-17,Disagree
user_154,2021-04-18,Disagree
user_154,2021-04-19,Disagree
user_154,2021-04-20,Disagree
user_154,2021-04-22,Disagree
user_154,2021-04-24,Disagree
user_154,2021-04-25,Disagree
user_154,2021-04-26,Disagree
user_154,2021-04-27,Disagree
user_154,2021-04-28,Disagree
user_82,2021-03-15,Strongly Disagree
user_82,2021-03-16,Strongly Disagree
user_82,2021-03-17,Disagree
user_82,2021-03-18,Disagree
user_82,2021-03-19,Disagree
user_82,2021-03-20,Disagree
user_82,2021-03-21,Disagree
user_82,2021-03-22,Disagree
user_82,2021-03-23,Disagree
user_195,2021-05-06,Strongly Disagree
user_195,2021-05-07,Strongly Disagree
user_195,2021-05-08,Strongly Disagree
user_195,2021-05-09,Disagree
user_195,2021-05-10,Disagree
user_195,2021-05-11,Disagree
user_195,2021-05-12,Strongly Disagree
user_195,2021-05-13,Disagree
user_195,2021-05-14,Disagree
user_195,2021-05-15,Disagree
user_195,2021-05-16,Disagree
user_195,2021-05-17,Disagree
user_195,2021-05-18,Strongly Disagree
user_195,2021-05-20,Strongly Disagree
user_195,2021-05-21,Disagree
user_186,2021-05-03,Disagree
user_186,2021-05-04,Agree
user_186,2021-05-05,Disagree
user_186,2021-05-06,Agree
user_186,2021-05-07,Disagree
user_186,2021-05-08,Agree
user_186,2021-05-09,Disagree
user_186,2021-05-10,Disagree
user_186,2021-05-11,Disagree
user_186,2021-05-12,Agree
user_186,2021-05-13,Strongly Disagree
user_186,2021-05-14,Agree
user_186,2021-05-15,Agree
user_186,2021-05-16,Disagree
user_186,2021-05-17,Strongly Disagree
user_186,2021-05-18,Strongly Disagree
user_186,2021-05-19,Disagree
user_186,2021-05-20,Strongly Disagree
user_108,2021-04-01,Disagree
user_108,2021-04-02,Disagree
user_108,2021-04-03,Unsure
user_108,2021-04-04,Disagree
user_108,2021-04-05,Strongly Disagree
user_108,2021-04-06,Disagree
user_108,2021-04-07,Strongly Disagree
user_108,2021-04-08,Disagree
user_108,2021-04-09,Disagree
user_108,2021-03-25,Disagree
user_108,2021-03-26,Strongly Disagree
user_108,2021-03-27,Strongly Disagree
user_108,2021-03-28,Disagree
user_108,2021-03-29,Disagree
user_108,2021-03-30,Disagree
user_108,2021-03-31,Disagree
user_148,2021-04-08,Strongly Disagree
user_204,2021-05-12,Strongly Disagree
user_204,2021-05-13,Strongly Disagree
user_204,2021-05-14,Strongly Disagree
user_204,2021-05-15,Strongly Disagree
user_204,2021-05-16,Strongly Disagree
user_204,2021-05-17,Strongly Disagree
user_204,2021-05-18,Strongly Disagree
user_204,2021-05-19,Strongly Disagree
user_204,2021-05-20,Strongly Disagree
user_204,2021-05-21,Strongly Disagree
user_204,2021-05-22,Strongly Disagree
user_204,2021-05-23,Strongly Disagree
user_204,2021-05-24,Strongly Disagree
user_204,2021-05-25,Strongly Disagree
user_204,2021-05-26,Strongly Disagree
user_204,2021-05-27,Strongly Disagree
user_204,2021-05-29,Strongly Disagree
user_204,2021-05-30,Strongly Disagree
user_191,2021-05-04,Strongly Disagree
user_191,2021-05-05,Disagree
user_191,2021-05-06,Disagree
user_191,2021-05-07,Strongly Disagree
user_191,2021-05-08,Strongly Agree
user_191,2021-05-09,Strongly Agree
user_191,2021-05-10,Strongly Disagree
user_191,2021-05-11,Strongly Disagree
user_191,2021-05-12,Disagree
user_191,2021-05-13,Strongly Disagree
user_191,2021-05-14,Strongly Disagree
user_191,2021-05-15,Strongly Disagree
user_191,2021-05-16,Disagree
user_191,2021-05-17,Unsure
user_191,2021-05-18,Unsure
user_191,2021-05-19,Unsure
user_191,2021-05-20,Disagree
user_100,2021-04-01,Unsure
user_100,2021-04-02,Unsure
user_100,2021-04-03,Agree
user_100,2021-04-04,Disagree
user_100,2021-04-05,Unsure
user_100,2021-04-06,Unsure
user_100,2021-03-22,Unsure
user_100,2021-03-23,Unsure
user_100,2021-03-24,Agree
user_100,2021-03-25,Unsure
user_100,2021-03-26,Agree
user_100,2021-03-27,Disagree
user_100,2021-03-28,Disagree
user_100,2021-03-29,Unsure
user_100,2021-03-30,Unsure
user_100,2021-03-31,Agree
user_164,2021-04-20,Disagree
user_164,2021-04-21,Disagree
user_164,2021-04-22,Agree
user_164,2021-04-23,Disagree
user_164,2021-04-24,Disagree
user_164,2021-04-25,Unsure
user_164,2021-04-26,Agree
user_164,2021-04-27,Disagree
user_80,2021-03-15,Strongly Disagree
user_80,2021-03-16,Strongly Disagree
user_80,2021-03-17,Strongly Disagree
user_80,2021-03-18,Strongly Disagree
user_80,2021-03-19,Disagree
user_80,2021-03-20,Disagree
user_80,2021-03-21,Strongly Disagree
user_80,2021-03-22,Strongly Disagree
user_80,2021-03-23,Strongly Disagree
user_80,2021-03-24,Disagree
user_80,2021-03-25,Strongly Disagree
user_80,2021-03-26,Unsure
user_80,2021-03-27,Disagree
user_80,2021-03-28,Strongly Disagree
user_80,2021-03-31,Unsure
user_182,2021-04-30,Agree
user_182,2021-05-01,Agree
user_182,2021-05-02,Strongly Agree
user_182,2021-05-03,Strongly Agree
