user_id,type,subtype,start_posix,end_posix
user_179,ACTIVITY,HOME,2021-05-06T18:39:00Z,2021-05-06T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-07T00:00:00Z,2021-05-07T06:41:30Z
user_179,TRIP,CAR,2021-05-07T06:41:30Z,2021-05-07T07:00:30Z
user_179,ACTIVITY,OTHER,2021-05-07T07:00:30Z,2021-05-07T07:26:30Z
user_179,TRIP,WALK,2021-05-07T07:26:30Z,2021-05-07T07:43:00Z
user_179,ACTIVITY,OTHER,2021-05-07T07:43:00Z,2021-05-07T07:54:00Z
user_179,TRIP,WALK,2021-05-07T07:54:00Z,2021-05-07T08:03:30Z
user_179,ACTIVITY,OTHER,2021-05-07T08:03:30Z,2021-05-07T08:29:30Z
user_179,TRIP,CAR,2021-05-07T08:29:30Z,2021-05-07T08:34:00Z
user_179,TRIP,OTHER,2021-05-07T08:34:00Z,2021-05-07T08:41:00Z
user_179,TRIP,CAR,2021-05-07T08:41:00Z,2021-05-07T08:45:30Z
user_179,TRIP,OTHER,2021-05-07T08:45:30Z,2021-05-07T10:21:00Z
user_179,ACTIVITY,OTHER,2021-05-07T10:21:00Z,2021-05-07T10:28:30Z
user_179,TRIP,CAR,2021-05-07T10:28:30Z,2021-05-07T10:49:30Z
user_179,ACTIVITY,OTHER,2021-05-07T10:49:30Z,2021-05-07T11:08:00Z
user_179,TRIP,WALK,2021-05-07T11:08:00Z,2021-05-07T11:11:30Z
user_179,ACTIVITY,OTHER,2021-05-07T11:11:30Z,2021-05-07T12:36:30Z
user_179,TRIP,WALK,2021-05-07T12:36:30Z,2021-05-07T12:41:30Z
user_179,ACTIVITY,OTHER,2021-05-07T12:41:30Z,2021-05-07T13:18:00Z
user_179,TRIP,CAR,2021-05-07T13:18:00Z,2021-05-07T13:56:30Z
user_179,ACTIVITY,PERSONAL_BUSINESS,2021-05-07T13:56:30Z,2021-05-07T18:19:30Z
user_179,TRIP,CAR,2021-05-07T18:19:30Z,2021-05-07T18:28:30Z
user_179,ACTIVITY,OTHER,2021-05-07T18:28:30Z,2021-05-07T18:31:00Z
user_179,TRIP,CAR,2021-05-07T18:31:00Z,2021-05-07T18:41:00Z
user_179,ACTIVITY,OTHER,2021-05-07T18:41:00Z,2021-05-07T19:08:30Z
user_179,TRIP,CAR,2021-05-07T19:08:30Z,2021-05-07T19:16:30Z
user_179,ACTIVITY,OTHER,2021-05-07T19:16:30Z,2021-05-07T19:22:30Z
user_179,TRIP,CAR,2021-05-07T19:22:30Z,2021-05-07T20:07:00Z
user_179,ACTIVITY,OTHER,2021-05-07T20:07:00Z,2021-05-07T23:59:59Z
user_179,ACTIVITY,OTHER,2021-05-08T00:00:00Z,2021-05-08T10:09:30Z
user_179,TRIP,CAR,2021-05-08T10:09:30Z,2021-05-08T10:33:00Z
user_179,TRIP,CAR,2021-05-08T10:33:00Z,2021-05-08T10:41:00Z
user_179,TRIP,CAR,2021-05-08T10:41:00Z,2021-05-08T10:59:30Z
user_179,TRIP,WALK,2021-05-08T10:59:30Z,2021-05-08T11:03:00Z
user_179,ACTIVITY,PERSONAL_BUSINESS,2021-05-08T11:03:00Z,2021-05-08T13:28:00Z
user_179,TRIP,CAR,2021-05-08T13:28:00Z,2021-05-08T13:38:00Z
user_179,ACTIVITY,EAT_OUT,2021-05-08T13:38:00Z,2021-05-08T14:52:30Z
user_179,TRIP,CAR,2021-05-08T14:52:30Z,2021-05-08T15:00:30Z
user_179,ACTIVITY,PERSONAL_BUSINESS,2021-05-08T15:00:30Z,2021-05-08T15:41:00Z
user_179,TRIP,CAR,2021-05-08T15:41:00Z,2021-05-08T15:44:30Z
user_179,ACTIVITY,PERSONAL_BUSINESS,2021-05-08T15:44:30Z,2021-05-08T20:00:30Z
user_179,TRIP,CAR,2021-05-08T20:00:30Z,2021-05-08T20:27:00Z
user_179,TRIP,WALK,2021-05-08T20:27:00Z,2021-05-08T20:30:00Z
user_179,ACTIVITY,OTHER,2021-05-08T20:30:00Z,2021-05-08T20:41:00Z
user_179,TRIP,WALK,2021-05-08T20:41:00Z,2021-05-08T20:51:30Z
user_179,ACTIVITY,OTHER,2021-05-08T20:51:30Z,2021-05-08T22:35:30Z
user_179,TRIP,WALK,2021-05-08T22:35:30Z,2021-05-08T22:46:30Z
user_179,ACTIVITY,OTHER,2021-05-08T22:46:30Z,2021-05-08T22:51:30Z
user_179,TRIP,WALK,2021-05-08T22:51:30Z,2021-05-08T22:59:00Z
user_179,ACTIVITY,OTHER,2021-05-08T22:59:00Z,2021-05-08T23:59:59Z
user_179,ACTIVITY,OTHER,2021-05-09T00:00:00Z,2021-05-09T09:02:30Z
user_179,TRIP,WALK,2021-05-09T09:02:30Z,2021-05-09T09:04:00Z
user_179,ACTIVITY,OTHER,2021-05-09T09:04:00Z,2021-05-09T09:57:30Z
user_179,TRIP,CAR,2021-05-09T09:57:30Z,2021-05-09T10:03:00Z
user_179,ACTIVITY,EAT_OUT,2021-05-09T10:03:00Z,2021-05-09T10:52:00Z
user_179,TRIP,CAR,2021-05-09T10:52:00Z,2021-05-09T11:18:00Z
user_179,ACTIVITY,PERSONAL_BUSINESS,2021-05-09T11:18:00Z,2021-05-09T16:06:30Z
user_179,TRIP,CAR,2021-05-09T16:06:30Z,2021-05-09T16:11:30Z
user_179,ACTIVITY,OTHER,2021-05-09T16:11:30Z,2021-05-09T17:47:00Z
user_179,TRIP,CAR,2021-05-09T17:47:00Z,2021-05-09T17:54:00Z
user_179,ACTIVITY,OTHER,2021-05-09T17:54:00Z,2021-05-09T18:31:30Z
user_179,TRIP,CAR,2021-05-09T18:31:30Z,2021-05-09T19:21:30Z
user_179,ACTIVITY,OTHER,2021-05-09T19:21:30Z,2021-05-09T23:59:59Z
user_179,ACTIVITY,OTHER,2021-05-10T00:00:00Z,2021-05-10T08:11:00Z
user_179,TRIP,CAR,2021-05-10T08:11:00Z,2021-05-10T08:39:00Z
user_179,ACTIVITY,PERSONAL_BUSINESS,2021-05-10T08:39:00Z,2021-05-10T09:30:00Z
user_179,TRIP,CAR,2021-05-10T09:30:00Z,2021-05-10T09:34:00Z
user_179,ACTIVITY,EAT_OUT,2021-05-10T09:34:00Z,2021-05-10T10:33:00Z
user_179,TRIP,CAR,2021-05-10T10:33:00Z,2021-05-10T10:39:30Z
user_179,ACTIVITY,PERSONAL_BUSINESS,2021-05-10T10:39:30Z,2021-05-10T10:46:30Z
user_179,TRIP,CAR,2021-05-10T10:46:30Z,2021-05-10T10:55:00Z
user_179,ACTIVITY,SHOP,2021-05-10T10:55:00Z,2021-05-10T10:59:00Z
user_179,TRIP,CAR,2021-05-10T10:59:00Z,2021-05-10T11:13:00Z
user_179,ACTIVITY,LEISURE_RECREATION,2021-05-10T11:13:00Z,2021-05-10T13:18:00Z
user_179,TRIP,CAR,2021-05-10T13:18:00Z,2021-05-10T13:51:30Z
user_179,TRIP,WALK,2021-05-10T13:51:30Z,2021-05-10T13:55:00Z
user_179,ACTIVITY,OTHER,2021-05-10T13:55:00Z,2021-05-10T14:15:00Z
user_179,TRIP,WALK,2021-05-10T14:15:00Z,2021-05-10T14:39:30Z
user_179,ACTIVITY,OTHER,2021-05-10T14:39:30Z,2021-05-10T14:47:00Z
user_179,TRIP,WALK,2021-05-10T14:47:00Z,2021-05-10T14:50:30Z
user_179,ACTIVITY,OTHER,2021-05-10T14:50:30Z,2021-05-10T15:32:30Z
user_179,TRIP,CAR,2021-05-10T15:32:30Z,2021-05-10T15:37:00Z
user_179,TRIP,CAR,2021-05-10T15:37:00Z,2021-05-10T15:43:30Z
user_179,TRIP,CAR,2021-05-10T15:43:30Z,2021-05-10T15:53:30Z
user_179,TRIP,CAR,2021-05-10T15:53:30Z,2021-05-10T15:57:30Z
user_179,TRIP,CAR,2021-05-10T15:57:30Z,2021-05-10T16:29:30Z
user_179,TRIP,CAR,2021-05-10T16:29:30Z,2021-05-10T16:44:00Z
user_179,TRIP,CAR,2021-05-10T16:44:00Z,2021-05-10T16:52:30Z
user_179,TRIP,CAR,2021-05-10T16:52:30Z,2021-05-10T16:54:00Z
user_179,TRIP,CAR,2021-05-10T16:54:00Z,2021-05-10T17:03:00Z
user_179,TRIP,CAR,2021-05-10T17:03:00Z,2021-05-10T17:18:30Z
user_179,TRIP,WALK,2021-05-10T17:18:30Z,2021-05-10T17:23:00Z
user_179,ACTIVITY,OTHER,2021-05-10T17:23:00Z,2021-05-10T17:26:00Z
user_179,TRIP,WALK,2021-05-10T17:26:00Z,2021-05-10T17:39:00Z
user_179,ACTIVITY,OTHER,2021-05-10T17:39:00Z,2021-05-10T17:56:30Z
user_179,TRIP,CAR,2021-05-10T17:56:30Z,2021-05-10T18:09:00Z
user_179,ACTIVITY,HOME,2021-05-10T18:09:00Z,2021-05-10T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-11T00:00:00Z,2021-05-11T18:39:00Z
user_179,TRIP,WALK,2021-05-11T18:39:00Z,2021-05-11T19:12:00Z
user_179,ACTIVITY,EAT_OUT,2021-05-11T19:12:00Z,2021-05-11T20:33:30Z
user_179,TRIP,WALK,2021-05-11T20:33:30Z,2021-05-11T21:08:30Z
user_179,ACTIVITY,HOME,2021-05-11T21:08:30Z,2021-05-11T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-12T00:00:00Z,2021-05-12T06:16:30Z
user_179,TRIP,CAR,2021-05-12T06:16:30Z,2021-05-12T06:27:30Z
user_179,ACTIVITY,LEISURE_RECREATION,2021-05-12T06:27:30Z,2021-05-12T07:15:30Z
user_179,TRIP,CAR,2021-05-12T07:15:30Z,2021-05-12T07:21:00Z
user_179,ACTIVITY,EAT_OUT,2021-05-12T07:21:00Z,2021-05-12T07:29:30Z
user_179,TRIP,CAR,2021-05-12T07:29:30Z,2021-05-12T07:36:30Z
user_179,ACTIVITY,HOME,2021-05-12T07:36:30Z,2021-05-12T18:37:30Z
user_179,ACTIVITY,LEISURE_RECREATION,2021-05-12T18:37:30Z,2021-05-12T18:56:30Z
user_179,ACTIVITY,HOME,2021-05-12T18:56:30Z,2021-05-12T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-13T00:00:00Z,2021-05-13T13:42:30Z
user_179,ACTIVITY,HOME,2021-05-14T13:31:00Z,2021-05-14T16:22:30Z
user_179,TRIP,OTHER,2021-05-14T16:22:30Z,2021-05-14T16:34:00Z
user_179,ACTIVITY,OTHER,2021-05-14T16:34:00Z,2021-05-14T18:42:00Z
user_179,TRIP,OTHER,2021-05-14T18:42:00Z,2021-05-14T18:46:00Z
user_179,ACTIVITY,OTHER,2021-05-14T18:46:00Z,2021-05-14T18:52:30Z
user_179,TRIP,OTHER,2021-05-14T18:52:30Z,2021-05-14T18:58:00Z
user_179,ACTIVITY,HOME,2021-05-14T18:58:00Z,2021-05-14T20:04:00Z
user_179,ACTIVITY,HOME,2021-05-14T20:12:00Z,2021-05-14T21:15:30Z
user_179,TRIP,WALK,2021-05-14T21:15:30Z,2021-05-14T21:19:30Z
user_179,ACTIVITY,OTHER,2021-05-14T21:19:30Z,2021-05-14T21:22:30Z
user_179,TRIP,WALK,2021-05-14T21:22:30Z,2021-05-14T21:28:00Z
user_179,ACTIVITY,HOME,2021-05-14T21:28:00Z,2021-05-14T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-15T00:00:00Z,2021-05-15T10:12:00Z
user_179,TRIP,CAR,2021-05-15T10:12:00Z,2021-05-15T10:18:00Z
user_179,TRIP,WALK,2021-05-15T10:18:00Z,2021-05-15T10:25:30Z
user_179,ACTIVITY,OTHER,2021-05-15T10:25:30Z,2021-05-15T10:57:00Z
user_179,TRIP,WALK,2021-05-15T10:57:00Z,2021-05-15T11:02:30Z
user_179,TRIP,CAR,2021-05-15T11:02:30Z,2021-05-15T11:10:00Z
user_179,ACTIVITY,OTHER,2021-05-15T11:10:00Z,2021-05-15T11:26:30Z
user_179,TRIP,CAR,2021-05-15T11:26:30Z,2021-05-15T11:33:00Z
user_179,ACTIVITY,HOME,2021-05-15T11:33:00Z,2021-05-15T12:42:30Z
user_179,TRIP,CAR,2021-05-15T12:42:30Z,2021-05-15T12:49:00Z
user_179,TRIP,CAR,2021-05-15T12:49:00Z,2021-05-15T12:51:00Z
user_179,ACTIVITY,OTHER,2021-05-15T12:51:00Z,2021-05-15T13:14:00Z
user_179,TRIP,CAR,2021-05-15T13:14:00Z,2021-05-15T13:21:30Z
user_179,ACTIVITY,HOME,2021-05-15T13:21:30Z,2021-05-15T17:59:00Z
user_179,TRIP,WALK,2021-05-15T17:59:00Z,2021-05-15T18:56:00Z
user_179,ACTIVITY,OTHER,2021-05-15T18:56:00Z,2021-05-15T20:14:30Z
user_179,TRIP,CAR,2021-05-15T20:14:30Z,2021-05-15T20:16:00Z
user_179,ACTIVITY,OTHER,2021-05-15T20:16:00Z,2021-05-15T20:20:30Z
user_179,TRIP,WALK,2021-05-15T20:20:30Z,2021-05-15T20:32:00Z
user_179,ACTIVITY,OTHER,2021-05-15T20:32:00Z,2021-05-15T21:33:30Z
user_179,TRIP,WALK,2021-05-15T21:33:30Z,2021-05-15T22:32:00Z
user_179,ACTIVITY,HOME,2021-05-15T22:32:00Z,2021-05-15T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-16T00:00:00Z,2021-05-16T12:24:00Z
user_179,TRIP,CAR,2021-05-16T12:24:00Z,2021-05-16T12:41:30Z
user_179,TRIP,WALK,2021-05-16T12:41:30Z,2021-05-16T12:52:00Z
user_179,ACTIVITY,OTHER,2021-05-16T12:52:00Z,2021-05-16T12:57:30Z
user_179,TRIP,WALK,2021-05-16T12:57:30Z,2021-05-16T14:02:00Z
user_179,TRIP,CAR,2021-05-16T14:02:00Z,2021-05-16T14:07:00Z
user_179,ACTIVITY,OTHER,2021-05-16T14:07:00Z,2021-05-16T14:26:00Z
user_179,TRIP,CAR,2021-05-16T14:26:00Z,2021-05-16T14:34:30Z
user_179,ACTIVITY,HOME,2021-05-16T14:34:30Z,2021-05-16T15:00:00Z
user_179,TRIP,CAR,2021-05-16T15:00:00Z,2021-05-16T15:07:00Z
user_179,ACTIVITY,OTHER,2021-05-16T15:07:00Z,2021-05-16T15:24:30Z
user_179,TRIP,CAR,2021-05-16T15:24:30Z,2021-05-16T15:30:30Z
user_179,ACTIVITY,HOME,2021-05-16T15:30:30Z,2021-05-16T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-17T00:00:00Z,2021-05-17T06:15:30Z
user_179,TRIP,CAR,2021-05-17T06:15:30Z,2021-05-17T06:26:00Z
user_179,ACTIVITY,LEISURE_RECREATION,2021-05-17T06:26:00Z,2021-05-17T07:17:00Z
user_179,TRIP,CAR,2021-05-17T07:17:00Z,2021-05-17T07:26:30Z
user_179,ACTIVITY,HOME,2021-05-17T07:26:30Z,2021-05-17T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-18T00:00:00Z,2021-05-18T06:16:00Z
user_179,TRIP,CAR,2021-05-18T06:16:00Z,2021-05-18T06:25:30Z
user_179,ACTIVITY,LEISURE_RECREATION,2021-05-18T06:25:30Z,2021-05-18T07:16:00Z
user_179,TRIP,CAR,2021-05-18T07:16:00Z,2021-05-18T07:26:00Z
user_179,ACTIVITY,HOME,2021-05-18T07:26:00Z,2021-05-18T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-19T00:00:00Z,2021-05-19T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-20T00:00:00Z,2021-05-20T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-21T00:00:00Z,2021-05-21T06:18:30Z
user_179,TRIP,CAR,2021-05-21T06:18:30Z,2021-05-21T06:30:00Z
user_179,ACTIVITY,LEISURE_RECREATION,2021-05-21T06:30:00Z,2021-05-21T07:16:00Z
user_179,TRIP,CAR,2021-05-21T07:16:00Z,2021-05-21T07:28:00Z
user_179,ACTIVITY,HOME,2021-05-21T07:28:00Z,2021-05-21T11:16:00Z
user_179,TRIP,CAR,2021-05-21T11:16:00Z,2021-05-21T11:30:00Z
user_179,ACTIVITY,OTHER,2021-05-21T11:30:00Z,2021-05-21T12:58:30Z
user_179,TRIP,CAR,2021-05-21T12:58:30Z,2021-05-21T13:11:30Z
user_179,ACTIVITY,HOME,2021-05-21T13:11:30Z,2021-05-21T14:23:30Z
user_179,TRIP,CAR,2021-05-21T14:23:30Z,2021-05-21T14:32:30Z
user_179,ACTIVITY,OTHER,2021-05-21T14:32:30Z,2021-05-21T14:38:00Z
user_179,TRIP,CAR,2021-05-21T14:38:00Z,2021-05-21T14:45:00Z
user_179,ACTIVITY,OTHER,2021-05-21T14:45:00Z,2021-05-21T14:55:30Z
user_179,TRIP,CAR,2021-05-21T14:55:30Z,2021-05-21T14:58:30Z
user_179,ACTIVITY,HOME,2021-05-21T14:58:30Z,2021-05-21T16:48:30Z
user_179,TRIP,CAR,2021-05-21T16:48:30Z,2021-05-21T17:03:00Z
user_179,ACTIVITY,PERSONAL_BUSINESS,2021-05-21T17:03:00Z,2021-05-21T18:04:30Z
user_179,TRIP,CAR,2021-05-21T18:04:30Z,2021-05-21T18:08:30Z
user_179,TRIP,WALK,2021-05-21T18:08:30Z,2021-05-21T18:11:00Z
user_179,ACTIVITY,HOME,2021-05-21T18:11:00Z,2021-05-21T21:47:30Z
user_179,ACTIVITY,HOME,2021-05-22T00:36:30Z,2021-05-22T10:55:00Z
user_179,TRIP,CAR,2021-05-22T10:55:00Z,2021-05-22T11:11:30Z
user_179,ACTIVITY,OTHER,2021-05-22T11:11:30Z,2021-05-22T11:59:00Z
user_179,TRIP,CAR,2021-05-22T11:59:00Z,2021-05-22T12:12:00Z
user_179,ACTIVITY,HOME,2021-05-22T12:12:00Z,2021-05-22T13:18:00Z
user_179,TRIP,CAR,2021-05-22T13:18:00Z,2021-05-22T13:26:30Z
user_179,ACTIVITY,OTHER,2021-05-22T13:26:30Z,2021-05-22T13:33:30Z
user_179,TRIP,CAR,2021-05-22T13:33:30Z,2021-05-22T13:39:00Z
user_179,ACTIVITY,HOME,2021-05-22T13:39:00Z,2021-05-22T20:00:30Z
user_179,TRIP,CAR,2021-05-22T20:00:30Z,2021-05-22T20:11:00Z
user_179,TRIP,WALK,2021-05-22T20:11:00Z,2021-05-22T20:14:00Z
user_179,ACTIVITY,OTHER,2021-05-22T20:14:00Z,2021-05-22T20:22:30Z
user_179,TRIP,WALK,2021-05-22T20:22:30Z,2021-05-22T20:36:00Z
user_179,ACTIVITY,OTHER,2021-05-22T20:36:00Z,2021-05-22T23:35:00Z
user_179,TRIP,OTHER,2021-05-22T23:35:00Z,2021-05-22T23:45:30Z
user_179,ACTIVITY,HOME,2021-05-22T23:45:30Z,2021-05-22T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-23T00:00:00Z,2021-05-23T00:26:30Z
user_179,ACTIVITY,HOME,2021-05-23T00:44:30Z,2021-05-23T11:42:00Z
user_179,TRIP,CAR,2021-05-23T11:42:00Z,2021-05-23T11:54:30Z
user_179,TRIP,WALK,2021-05-23T11:54:30Z,2021-05-23T11:58:30Z
user_179,ACTIVITY,OTHER,2021-05-23T11:58:30Z,2021-05-23T12:05:00Z
user_179,TRIP,CAR,2021-05-23T12:05:00Z,2021-05-23T12:16:00Z
user_179,ACTIVITY,OTHER,2021-05-23T12:16:00Z,2021-05-23T13:22:00Z
user_179,TRIP,WALK,2021-05-23T13:22:00Z,2021-05-23T13:31:00Z
user_179,TRIP,CAR,2021-05-23T13:31:00Z,2021-05-23T13:35:00Z
user_179,ACTIVITY,OTHER,2021-05-23T13:35:00Z,2021-05-23T13:47:30Z
user_179,TRIP,CAR,2021-05-23T13:47:30Z,2021-05-23T14:02:00Z
user_179,ACTIVITY,HOME,2021-05-23T14:02:00Z,2021-05-23T16:22:30Z
user_179,TRIP,CAR,2021-05-23T16:22:30Z,2021-05-23T16:33:30Z
user_179,ACTIVITY,SHOP,2021-05-23T16:33:30Z,2021-05-23T16:53:00Z
user_179,TRIP,CAR,2021-05-23T16:53:00Z,2021-05-23T17:00:30Z
user_179,ACTIVITY,HOME,2021-05-23T17:00:30Z,2021-05-23T23:59:59Z
user_179,ACTIVITY,HOME,2021-05-24T00:00:00Z,2021-05-24T06:20:00Z
user_179,TRIP,CAR,2021-05-24T06:20:00Z,2021-05-24T06:31:00Z
